GEOID,NAME,total_population,total_poverty,percent_poverty
17031031501,"Census Tract 315.01, Cook County, Illinois",3653,1853,0.5072543115247742
17031080400,"Census Tract 804, Cook County, Illinois",5053,2579,0.5103898674055016
17031140100,"Census Tract 1401, Cook County, Illinois",3643,1416,0.38869063958276145
17031220901,"Census Tract 2209.01, Cook County, Illinois",3169,1424,0.4493531082360366
17031222800,"Census Tract 2228, Cook County, Illinois",1146,433,0.37783595113438045
17031230600,"Census Tract 2306, Cook County, Illinois",6669,2534,0.3799670115459589
17031231200,"Census Tract 2312, Cook County, Illinois",5369,2068,0.3851741478860123
17031231500,"Census Tract 2315, Cook County, Illinois",7027,2646,0.37654760210616195
17031250300,"Census Tract 2503, Cook County, Illinois",4796,1690,0.3523769808173478
17031250700,"Census Tract 2507, Cook County, Illinois",5580,2003,0.3589605734767025
17031251100,"Census Tract 2511, Cook County, Illinois",4372,1606,0.3673376029277219
17031251700,"Census Tract 2517, Cook County, Illinois",1478,692,0.46820027063599456
17031251800,"Census Tract 2518, Cook County, Illinois",5094,1824,0.3580683156654888
17031251900,"Census Tract 2519, Cook County, Illinois",5509,2541,0.46124523506988563
17031260100,"Census Tract 2601, Cook County, Illinois",1014,557,0.5493096646942801
17031260200,"Census Tract 2602, Cook County, Illinois",1230,557,0.45284552845528453
17031260400,"Census Tract 2604, Cook County, Illinois",1608,950,0.5907960199004975
17031260500,"Census Tract 2605, Cook County, Illinois",1797,697,0.38786867000556485
17031260600,"Census Tract 2606, Cook County, Illinois",2199,1124,0.5111414279217826
17031260700,"Census Tract 2607, Cook County, Illinois",2015,1114,0.5528535980148883
17031260800,"Census Tract 2608, Cook County, Illinois",2453,1192,0.48593558907460255
17031260900,"Census Tract 2609, Cook County, Illinois",1536,610,0.3971354166666667
17031261000,"Census Tract 2610, Cook County, Illinois",2396,1040,0.4340567612687813
17031270500,"Census Tract 2705, Cook County, Illinois",1878,1058,0.5633652822151225
17031271200,"Census Tract 2712, Cook County, Illinois",1254,601,0.47926634768740034
17031271300,"Census Tract 2713, Cook County, Illinois",1183,572,0.4835164835164835
17031271400,"Census Tract 2714, Cook County, Illinois",1185,563,0.4751054852320675
17031271500,"Census Tract 2715, Cook County, Illinois",1405,676,0.4811387900355872
17031271800,"Census Tract 2718, Cook County, Illinois",1345,849,0.6312267657992565
17031280400,"Census Tract 2804, Cook County, Illinois",1703,890,0.5226071638285379
17031280800,"Census Tract 2808, Cook County, Illinois",951,348,0.3659305993690852
17031280900,"Census Tract 2809, Cook County, Illinois",888,415,0.46734234234234234
17031290900,"Census Tract 2909, Cook County, Illinois",3769,1823,0.48368267444945606
17031291200,"Census Tract 2912, Cook County, Illinois",2471,1064,0.43059490084985835
17031292200,"Census Tract 2922, Cook County, Illinois",2989,1336,0.44697223151555704
17031292400,"Census Tract 2924, Cook County, Illinois",2015,988,0.49032258064516127
17031292500,"Census Tract 2925, Cook County, Illinois",4168,1529,0.3668426103646833
17031300700,"Census Tract 3007, Cook County, Illinois",4910,2373,0.4832993890020367
17031300800,"Census Tract 3008, Cook County, Illinois",4249,1600,0.37655919039774066
17031300900,"Census Tract 3009, Cook County, Illinois",4133,2017,0.48802322767965156
17031301100,"Census Tract 3011, Cook County, Illinois",2967,1270,0.4280417930569599
17031301600,"Census Tract 3016, Cook County, Illinois",4722,1810,0.3833121558661584
17031301701,"Census Tract 3017.01, Cook County, Illinois",3924,1549,0.39475025484199794
17031310600,"Census Tract 3106, Cook County, Illinois",5135,1897,0.3694255111976631
17031340400,"Census Tract 3404, Cook County, Illinois",2005,714,0.3561097256857855
17031340600,"Census Tract 3406, Cook County, Illinois",917,576,0.6281352235550709
17031350400,"Census Tract 3504, Cook County, Illinois",1647,1148,0.6970248937462052
17031351100,"Census Tract 3511, Cook County, Illinois",1962,1443,0.735474006116208
17031351400,"Census Tract 3514, Cook County, Illinois",1651,1006,0.6093276801938219
17031360200,"Census Tract 3602, Cook County, Illinois",1544,724,0.4689119170984456
17031380100,"Census Tract 3801, Cook County, Illinois",1927,801,0.41567202906071615
17031380200,"Census Tract 3802, Cook County, Illinois",1786,690,0.38633818589025753
17031380500,"Census Tract 3805, Cook County, Illinois",837,410,0.48984468339307047
17031381500,"Census Tract 3815, Cook County, Illinois",252,96,0.38095238095238093
17031390300,"Census Tract 3903, Cook County, Illinois",2708,1015,0.37481536189069425
17031400300,"Census Tract 4003, Cook County, Illinois",1318,526,0.3990895295902883
17031400400,"Census Tract 4004, Cook County, Illinois",1818,705,0.38778877887788776
17031400500,"Census Tract 4005, Cook County, Illinois",2394,1304,0.5446950710108605
17031400800,"Census Tract 4008, Cook County, Illinois",3164,1780,0.5625790139064475
17031420100,"Census Tract 4201, Cook County, Illinois",1329,536,0.4033107599699022
17031420400,"Census Tract 4204, Cook County, Illinois",1307,676,0.5172149961744453
17031420500,"Census Tract 4205, Cook County, Illinois",1963,901,0.4589913397860418
17031420600,"Census Tract 4206, Cook County, Illinois",2129,1414,0.6641615782057304
17031420700,"Census Tract 4207, Cook County, Illinois",3505,1781,0.5081312410841655
17031420800,"Census Tract 4208, Cook County, Illinois",2293,934,0.40732664631487137
17031430200,"Census Tract 4302, Cook County, Illinois",4940,1818,0.3680161943319838
17031430300,"Census Tract 4303, Cook County, Illinois",2141,977,0.4563288183092013
17031430400,"Census Tract 4304, Cook County, Illinois",3440,1736,0.5046511627906977
17031430500,"Census Tract 4305, Cook County, Illinois",3456,1563,0.4522569444444444
17031430700,"Census Tract 4307, Cook County, Illinois",2548,958,0.37598116169544743
17031430900,"Census Tract 4309, Cook County, Illinois",1411,543,0.3848334514528703
17031431301,"Census Tract 4313.01, Cook County, Illinois",3037,1063,0.35001646361540995
17031431302,"Census Tract 4313.02, Cook County, Illinois",3951,1399,0.35408757276638825
17031431400,"Census Tract 4314, Cook County, Illinois",6146,2211,0.359746176374878
17031440101,"Census Tract 4401.01, Cook County, Illinois",3952,1517,0.38385627530364375
17031440102,"Census Tract 4401.02, Cook County, Illinois",3019,1218,0.40344484928784363
17031440800,"Census Tract 4408, Cook County, Illinois",1619,673,0.4156886967263743
17031460200,"Census Tract 4602, Cook County, Illinois",2523,1058,0.41934205311137535
17031460302,"Census Tract 4603.02, Cook County, Illinois",3619,1507,0.41641337386018235
17031460700,"Census Tract 4607, Cook County, Illinois",2572,1374,0.5342146189735615
17031461000,"Census Tract 4610, Cook County, Illinois",1814,855,0.47133406835722164
17031470100,"Census Tract 4701, Cook County, Illinois",2601,929,0.3571703191080354
17031491000,"Census Tract 4910, Cook County, Illinois",4785,2149,0.44911180773249737
17031491300,"Census Tract 4913, Cook County, Illinois",2228,1232,0.5529622980251346
17031491400,"Census Tract 4914, Cook County, Illinois",2462,1011,0.41064175467099917
17031520200,"Census Tract 5202, Cook County, Illinois",4120,1606,0.38980582524271845
17031530100,"Census Tract 5301, Cook County, Illinois",2181,815,0.3736817973406694
17031530200,"Census Tract 5302, Cook County, Illinois",4675,2144,0.4586096256684492
17031530501,"Census Tract 5305.01, Cook County, Illinois",4695,1648,0.35101171458998937
17031530600,"Census Tract 5306, Cook County, Illinois",2868,1271,0.4431659693165969
17031540101,"Census Tract 5401.01, Cook County, Illinois",3779,2607,0.6898650436623446
17031540102,"Census Tract 5401.02, Cook County, Illinois",3311,1894,0.5720326185442465
17031580800,"Census Tract 5808, Cook County, Illinois",1846,666,0.3607800650054171
17031610400,"Census Tract 6104, Cook County, Illinois",2040,921,0.4514705882352941
17031611000,"Census Tract 6110, Cook County, Illinois",931,427,0.45864661654135336
17031611100,"Census Tract 6111, Cook County, Illinois",2324,1053,0.45309810671256456
17031611400,"Census Tract 6114, Cook County, Illinois",3405,1361,0.3997063142437592
17031611600,"Census Tract 6116, Cook County, Illinois",1604,592,0.3690773067331671
17031611800,"Census Tract 6118, Cook County, Illinois",2531,1316,0.519952587909917
17031611900,"Census Tract 6119, Cook County, Illinois",1980,817,0.4126262626262626
17031612000,"Census Tract 6120, Cook County, Illinois",1528,580,0.3795811518324607
17031660301,"Census Tract 6603.01, Cook County, Illinois",1988,955,0.48038229376257546
17031660600,"Census Tract 6606, Cook County, Illinois",6046,2132,0.3526298379093616
17031660700,"Census Tract 6607, Cook County, Illinois",2398,1010,0.42118432026688907
17031660900,"Census Tract 6609, Cook County, Illinois",4393,1876,0.42704302299112223
17031670100,"Census Tract 6701, Cook County, Illinois",1325,525,0.39622641509433965
17031670200,"Census Tract 6702, Cook County, Illinois",873,427,0.48911798396334477
17031670300,"Census Tract 6703, Cook County, Illinois",1201,551,0.4587843463780183
17031670400,"Census Tract 6704, Cook County, Illinois",1594,767,0.48117942283563364
17031670500,"Census Tract 6705, Cook County, Illinois",1072,432,0.40298507462686567
17031670600,"Census Tract 6706, Cook County, Illinois",1460,584,0.4
17031670800,"Census Tract 6708, Cook County, Illinois",1762,921,0.5227014755959137
17031671100,"Census Tract 6711, Cook County, Illinois",1449,851,0.5873015873015873
17031671200,"Census Tract 6712, Cook County, Illinois",1064,562,0.5281954887218046
17031671400,"Census Tract 6714, Cook County, Illinois",1815,700,0.3856749311294766
17031671500,"Census Tract 6715, Cook County, Illinois",3012,1328,0.4409030544488712
17031671800,"Census Tract 6718, Cook County, Illinois",1260,471,0.3738095238095238
17031680500,"Census Tract 6805, Cook County, Illinois",1274,834,0.6546310832025117
17031680600,"Census Tract 6806, Cook County, Illinois",1444,807,0.5588642659279779
17031680900,"Census Tract 6809, Cook County, Illinois",3189,1590,0.49858889934148637
17031681000,"Census Tract 6810, Cook County, Illinois",3079,1559,0.5063332250730757
17031681100,"Census Tract 6811, Cook County, Illinois",3434,1709,0.4976703552708212
17031681200,"Census Tract 6812, Cook County, Illinois",2437,1043,0.42798522773902337
17031681300,"Census Tract 6813, Cook County, Illinois",2255,796,0.3529933481152993
17031690300,"Census Tract 6903, Cook County, Illinois",2437,1101,0.4517849815346738
17031690400,"Census Tract 6904, Cook County, Illinois",3654,1305,0.35714285714285715
17031690500,"Census Tract 6905, Cook County, Illinois",778,323,0.41516709511568123
17031690900,"Census Tract 6909, Cook County, Illinois",4431,1893,0.42721733243060256
17031691100,"Census Tract 6911, Cook County, Illinois",3261,1468,0.45016865992026983
17031691200,"Census Tract 6912, Cook County, Illinois",3104,1397,0.45006443298969073
17031691500,"Census Tract 6915, Cook County, Illinois",1819,693,0.38097855964815835
17031710100,"Census Tract 7101, Cook County, Illinois",1290,761,0.5899224806201551
17031710200,"Census Tract 7102, Cook County, Illinois",5397,2224,0.41208078562164163
17031710900,"Census Tract 7109, Cook County, Illinois",2380,1163,0.48865546218487393
17031711400,"Census Tract 7114, Cook County, Illinois",2346,852,0.3631713554987212
17031750600,"Census Tract 7506, Cook County, Illinois",3595,1276,0.3549374130737135
17031809300,"Census Tract 8093, Cook County, Illinois",4822,2250,0.46661136457901287
17031813701,"Census Tract 8137.01, Cook County, Illinois",4012,1446,0.36041874376869393
17031817300,"Census Tract 8173, Cook County, Illinois",2550,916,0.3592156862745098
17031823603,"Census Tract 8236.03, Cook County, Illinois",2524,1044,0.41362916006339145
17031825801,"Census Tract 8258.01, Cook County, Illinois",3354,1414,0.4215861657722123
17031826901,"Census Tract 8269.01, Cook County, Illinois",1667,718,0.43071385722855426
17031826902,"Census Tract 8269.02, Cook County, Illinois",1093,410,0.37511436413540716
17031827000,"Census Tract 8270, Cook County, Illinois",4133,1701,0.41156544882651824
17031827300,"Census Tract 8273, Cook County, Illinois",3164,1115,0.3524020227560051
17031828900,"Census Tract 8289, Cook County, Illinois",3373,1197,0.35487696412689
17031829000,"Census Tract 8290, Cook County, Illinois",1312,832,0.6341463414634146
17031829100,"Census Tract 8291, Cook County, Illinois",3683,1493,0.4053760521314146
17031829302,"Census Tract 8293.02, Cook County, Illinois",4415,1547,0.35039637599094
17031829401,"Census Tract 8294.01, Cook County, Illinois",1339,642,0.479462285287528
17031830700,"Census Tract 8307, Cook County, Illinois",3523,1260,0.35764973034345726
17031832900,"Census Tract 8329, Cook County, Illinois",2613,1040,0.39800995024875624
17031833300,"Census Tract 8333, Cook County, Illinois",2634,1048,0.39787395596051633
17031833900,"Census Tract 8339, Cook County, Illinois",2433,1111,0.4566378956021373
17031834200,"Census Tract 8342, Cook County, Illinois",4375,1604,0.3666285714285714
17031834500,"Census Tract 8345, Cook County, Illinois",1520,726,0.4776315789473684
17031834600,"Census Tract 8346, Cook County, Illinois",2885,1205,0.41767764298093585
17031834700,"Census Tract 8347, Cook County, Illinois",2042,1149,0.5626836434867777
17031834800,"Census Tract 8348, Cook County, Illinois",1458,665,0.4561042524005487
17031834900,"Census Tract 8349, Cook County, Illinois",2326,1103,0.47420464316423044
17031835000,"Census Tract 8350, Cook County, Illinois",5908,2282,0.3862559241706161
17031835500,"Census Tract 8355, Cook County, Illinois",1437,511,0.3556019485038274
17031835700,"Census Tract 8357, Cook County, Illinois",377,259,0.6870026525198939
17031835800,"Census Tract 8358, Cook County, Illinois",1662,601,0.36161251504211794
17031835900,"Census Tract 8359, Cook County, Illinois",3258,1522,0.4671577655003069
17031836100,"Census Tract 8361, Cook County, Illinois",1867,796,0.42635243706480985
17031836800,"Census Tract 8368, Cook County, Illinois",2475,1439,0.5814141414141414
17031836900,"Census Tract 8369, Cook County, Illinois",1500,615,0.41
17031837000,"Census Tract 8370, Cook County, Illinois",2244,1104,0.4919786096256685
17031837400,"Census Tract 8374, Cook County, Illinois",2062,1063,0.5155189136760426
17031838000,"Census Tract 8380, Cook County, Illinois",2928,1333,0.4552595628415301
17031838600,"Census Tract 8386, Cook County, Illinois",1374,736,0.5356622998544396
17031838700,"Census Tract 8387, Cook County, Illinois",4736,2579,0.5445523648648649
17031838800,"Census Tract 8388, Cook County, Illinois",3525,1709,0.484822695035461
17031840700,"Census Tract 8407, Cook County, Illinois",4272,1960,0.45880149812734083
17031840800,"Census Tract 8408, Cook County, Illinois",3211,1218,0.37932108377452506
17031841100,"Census Tract 8411, Cook County, Illinois",7673,2836,0.3696077153655676
17031841400,"Census Tract 8414, Cook County, Illinois",1213,569,0.4690849134377576
17031841500,"Census Tract 8415, Cook County, Illinois",3029,1744,0.5757675800594255
17031841600,"Census Tract 8416, Cook County, Illinois",745,439,0.5892617449664429
17031841700,"Census Tract 8417, Cook County, Illinois",1607,675,0.4200373366521469
17031842500,"Census Tract 8425, Cook County, Illinois",2286,1562,0.6832895888013998
17031842800,"Census Tract 8428, Cook County, Illinois",7446,2828,0.3798012355627182
17031842900,"Census Tract 8429, Cook County, Illinois",2412,1017,0.4216417910447761
17031843000,"Census Tract 8430, Cook County, Illinois",2848,1457,0.5115870786516854
17031843100,"Census Tract 8431, Cook County, Illinois",1931,736,0.3811496633868462
17031843300,"Census Tract 8433, Cook County, Illinois",1848,800,0.4329004329004329
17031843400,"Census Tract 8434, Cook County, Illinois",1281,459,0.3583138173302108
17037001001,"Census Tract 10.01, DeKalb County, Illinois",6572,2712,0.4126597687157638
17037001002,"Census Tract 10.02, DeKalb County, Illinois",5406,3535,0.6539030706622272
17077011100,"Census Tract 111, Jackson County, Illinois",3084,1989,0.6449416342412452
17077011200,"Census Tract 112, Jackson County, Illinois",5047,3251,0.6441450366554389
17077011400,"Census Tract 114, Jackson County, Illinois",3940,2373,0.6022842639593908
17081051000,"Census Tract 510, Jefferson County, Illinois",1662,749,0.450661853188929
17089853600,"Census Tract 8536, Kane County, Illinois",8842,3195,0.3613435874236598
17089854700,"Census Tract 8547, Kane County, Illinois",2392,863,0.36078595317725753
17091011500,"Census Tract 115, Kankakee County, Illinois",2138,959,0.44855004677268473
17091011600,"Census Tract 116, Kankakee County, Illinois",1504,860,0.5718085106382979
17091011700,"Census Tract 117, Kankakee County, Illinois",3507,1605,0.4576561163387511
17091012300,"Census Tract 123, Kankakee County, Illinois",4996,2103,0.42093674939951964
17095000900,"Census Tract 9, Knox County, Illinois",2388,1100,0.46063651591289784
17095001100,"Census Tract 11, Knox County, Illinois",2383,1126,0.4725136382710869
17097862300,"Census Tract 8623, Lake County, Illinois",3249,1593,0.4903047091412742
17097862605,"Census Tract 8626.05, Lake County, Illinois",4578,1913,0.4178680646570555
17097862800,"Census Tract 8628, Lake County, Illinois",1990,733,0.3683417085427136
17109010400,"Census Tract 104, McDonough County, Illinois",6442,2434,0.3778329711269792
17109010600,"Census Tract 106, McDonough County, Illinois",2568,965,0.3757788161993769
17113000301,"Census Tract 3.01, McLean County, Illinois",4117,1598,0.38814670876852075
17113000400,"Census Tract 4, McLean County, Illinois",3685,1939,0.5261872455902307
17113000501,"Census Tract 5.01, McLean County, Illinois",2817,1139,0.4043308484203053
17113001500,"Census Tract 15, McLean County, Illinois",2151,837,0.3891213389121339
17113001600,"Census Tract 16, McLean County, Illinois",2592,1045,0.40316358024691357
17115000200,"Census Tract 2, Macon County, Illinois",2815,1250,0.44404973357015987
17115000300,"Census Tract 3, Macon County, Illinois",3556,1539,0.4327896512935883
17115000400,"Census Tract 4, Macon County, Illinois",1351,515,0.38119911176905996
17115000500,"Census Tract 5, Macon County, Illinois",2839,1791,0.6308559351884466
17115000900,"Census Tract 9, Macon County, Illinois",1961,732,0.37327893931667516
17115001900,"Census Tract 19, Macon County, Illinois",2574,1001,0.3888888888888889
17115002100,"Census Tract 21, Macon County, Illinois",1703,717,0.4210217263652378
17115003100,"Census Tract 31, Macon County, Illinois",2114,1097,0.5189214758751183
17119400600,"Census Tract 4006, Madison County, Illinois",3021,1201,0.3975504799735187
17119400700,"Census Tract 4007, Madison County, Illinois",1963,784,0.39938869077941924
17121952500,"Census Tract 9525, Marion County, Illinois",2552,1001,0.3922413793103448
17121952600,"Census Tract 9526, Marion County, Illinois",2414,865,0.35832642916321455
17143000100,"Census Tract 1, Peoria County, Illinois",1145,700,0.611353711790393
17143000200,"Census Tract 2, Peoria County, Illinois",1655,603,0.36435045317220544
17143000300,"Census Tract 3, Peoria County, Illinois",2108,888,0.42125237191650855
17143000500,"Census Tract 5, Peoria County, Illinois",1866,907,0.48606645230439444
17143000600,"Census Tract 6, Peoria County, Illinois",3233,1138,0.3519950510361893
17143000900,"Census Tract 9, Peoria County, Illinois",2309,1273,0.5513209181463837
17143001200,"Census Tract 12, Peoria County, Illinois",1889,891,0.4716781365802012
17143001300,"Census Tract 13, Peoria County, Illinois",1963,886,0.45134997452878245
17143001500,"Census Tract 15, Peoria County, Illinois",1998,807,0.4039039039039039
17143001800,"Census Tract 18, Peoria County, Illinois",2968,1100,0.3706199460916442
17143002100,"Census Tract 21, Peoria County, Illinois",4846,1875,0.38691704498555507
17143005000,"Census Tract 50, Peoria County, Illinois",2602,1266,0.4865488086087625
17161023600,"Census Tract 236, Rock Island County, Illinois",2163,1035,0.478502080443828
17161024400,"Census Tract 244, Rock Island County, Illinois",1970,730,0.37055837563451777
17161024500,"Census Tract 245, Rock Island County, Illinois",1849,679,0.3672255273120606
17163500400,"Census Tract 5004, St. Clair County, Illinois",1602,887,0.5536828963795256
17163500500,"Census Tract 5005, St. Clair County, Illinois",3042,2012,0.6614069690992768
17163500900,"Census Tract 5009, St. Clair County, Illinois",4195,2375,0.566150178784267
17163502200,"Census Tract 5022, St. Clair County, Illinois",2041,869,0.4257716805487506
17163502300,"Census Tract 5023, St. Clair County, Illinois",6487,2716,0.4186835208879297
17163502401,"Census Tract 5024.01, St. Clair County, Illinois",1818,737,0.4053905390539054
17163502404,"Census Tract 5024.04, St. Clair County, Illinois",3678,1448,0.39369222403480153
17163502603,"Census Tract 5026.03, St. Clair County, Illinois",3477,1422,0.4089732528041415
17163502700,"Census Tract 5027, St. Clair County, Illinois",1487,948,0.6375252185608608
17163502800,"Census Tract 5028, St. Clair County, Illinois",2577,1484,0.5758634070624757
17163504500,"Census Tract 5045, St. Clair County, Illinois",5299,2541,0.4795244385733157
17163504600,"Census Tract 5046, St. Clair County, Illinois",2301,1132,0.4919600173837462
17167000800,"Census Tract 8, Sangamon County, Illinois",2301,1117,0.48544111255975664
17167000900,"Census Tract 9, Sangamon County, Illinois",2301,1061,0.4611038678835289
17167001500,"Census Tract 15, Sangamon County, Illinois",958,507,0.5292275574112735
17167001600,"Census Tract 16, Sangamon County, Illinois",4091,2052,0.5015888535810316
17167001700,"Census Tract 17, Sangamon County, Illinois",1235,661,0.5352226720647774
17167002300,"Census Tract 23, Sangamon County, Illinois",2308,1034,0.4480069324090121
17167002600,"Census Tract 26, Sangamon County, Illinois",2595,1012,0.389980732177264
17167002802,"Census Tract 28.02, Sangamon County, Illinois",3451,1466,0.42480440452042884
17177000800,"Census Tract 8, Stephenson County, Illinois",3246,1173,0.3613678373382625
17183000200,"Census Tract 2, Vermilion County, Illinois",1870,701,0.3748663101604278
17183000400,"Census Tract 4, Vermilion County, Illinois",3430,1623,0.4731778425655977
17197881200,"Census Tract 8812, Will County, Illinois",5034,1849,0.36730234406038936
17197881900,"Census Tract 8819, Will County, Illinois",3664,1521,0.41512008733624456
17201000800,"Census Tract 8, Winnebago County, Illinois",2728,1158,0.4244868035190616
17201001000,"Census Tract 10, Winnebago County, Illinois",2122,1247,0.5876531573986805
17201001100,"Census Tract 11, Winnebago County, Illinois",1101,433,0.3932788374205268
17201001200,"Census Tract 12, Winnebago County, Illinois",2154,776,0.36025998142989785
17201001300,"Census Tract 13, Winnebago County, Illinois",2959,1200,0.4055424129773572
17201001800,"Census Tract 18, Winnebago County, Illinois",5667,2363,0.416975472031057
17201002100,"Census Tract 21, Winnebago County, Illinois",2048,1381,0.67431640625
17201002400,"Census Tract 24, Winnebago County, Illinois",2280,1213,0.5320175438596492
17201002500,"Census Tract 25, Winnebago County, Illinois",3520,1978,0.5619318181818181
17201002600,"Census Tract 26, Winnebago County, Illinois",3148,1566,0.4974587039390089
17201002700,"Census Tract 27, Winnebago County, Illinois",3037,1408,0.4636154099440237
17201002800,"Census Tract 28, Winnebago County, Illinois",1859,812,0.4367939752555137
17201002900,"Census Tract 29, Winnebago County, Illinois",1202,482,0.40099833610648916
17201003100,"Census Tract 31, Winnebago County, Illinois",3812,1444,0.378803777544596
17201003200,"Census Tract 32, Winnebago County, Illinois",3691,1406,0.38092657816309944
17201003300,"Census Tract 33, Winnebago County, Illinois",3406,1281,0.3761009982384028
18003000500,"Census Tract 5, Allen County, Indiana",2644,1012,0.3827534039334342
18003000600,"Census Tract 6, Allen County, Indiana",1825,656,0.3594520547945205
18003001200,"Census Tract 12, Allen County, Indiana",971,362,0.3728115345005149
18003001600,"Census Tract 16, Allen County, Indiana",2316,1210,0.5224525043177893
18003001700,"Census Tract 17, Allen County, Indiana",1882,953,0.5063761955366631
18003002000,"Census Tract 20, Allen County, Indiana",2866,1243,0.43370551290997905
18003002100,"Census Tract 21, Allen County, Indiana",2417,1091,0.4513860157219694
18003002300,"Census Tract 23, Allen County, Indiana",4646,1700,0.3659061558329746
18003002600,"Census Tract 26, Allen County, Indiana",3747,1434,0.38270616493194554
18003002800,"Census Tract 28, Allen County, Indiana",2375,1144,0.48168421052631577
18003002900,"Census Tract 29, Allen County, Indiana",2279,1034,0.4537077665642826
18003003000,"Census Tract 30, Allen County, Indiana",3793,1762,0.46453994199841814
18003003100,"Census Tract 31, Allen County, Indiana",3086,1502,0.4867141931302657
18003004300,"Census Tract 43, Allen County, Indiana",2714,976,0.3596168017686072
18003004400,"Census Tract 44, Allen County, Indiana",3502,1933,0.5519703026841805
18003010604,"Census Tract 106.04, Allen County, Indiana",2848,1271,0.44627808988764045
18003011201,"Census Tract 112.01, Allen County, Indiana",2120,851,0.40141509433962264
18003011302,"Census Tract 113.02, Allen County, Indiana",5572,1991,0.35732232591529073
18003011303,"Census Tract 113.03, Allen County, Indiana",2221,834,0.3755065285907249
18003980002,"Census Tract 9800.02, Allen County, Indiana",45,21,0.4666666666666667
18035000300,"Census Tract 3, Delaware County, Indiana",1486,572,0.38492597577388965
18035000400,"Census Tract 4, Delaware County, Indiana",1942,1071,0.5514933058702368
18035000600,"Census Tract 6, Delaware County, Indiana",1225,657,0.5363265306122449
18035000700,"Census Tract 7, Delaware County, Indiana",3818,2489,0.6519119958093242
18035000903,"Census Tract 9.03, Delaware County, Indiana",2861,1171,0.4092974484445998
18035001000,"Census Tract 10, Delaware County, Indiana",4579,2374,0.518453810875737
18035001200,"Census Tract 12, Delaware County, Indiana",2083,957,0.45943350936149785
18035001300,"Census Tract 13, Delaware County, Indiana",3315,1176,0.3547511312217195
18035001400,"Census Tract 14, Delaware County, Indiana",1835,663,0.36130790190735695
18035001700,"Census Tract 17, Delaware County, Indiana",1366,578,0.42313323572474376
18035002800,"Census Tract 28, Delaware County, Indiana",2761,1050,0.38029699384281057
18039000100,"Census Tract 1, Elkhart County, Indiana",3033,1071,0.35311572700296734
18039002102,"Census Tract 21.02, Elkhart County, Indiana",5300,1934,0.3649056603773585
18039002600,"Census Tract 26, Elkhart County, Indiana",5163,2222,0.4303699399573891
18039002700,"Census Tract 27, Elkhart County, Indiana",1994,825,0.413741223671013
18043070200,"Census Tract 702, Floyd County, Indiana",1719,693,0.4031413612565445
18043070801,"Census Tract 708.01, Floyd County, Indiana",3360,1442,0.42916666666666664
18065976300,"Census Tract 9763, Henry County, Indiana",1694,612,0.3612750885478158
18067000200,"Census Tract 2, Howard County, Indiana",3653,1359,0.3720229947987955
18067000400,"Census Tract 4, Howard County, Indiana",3528,1259,0.356859410430839
18067001200,"Census Tract 12, Howard County, Indiana",3668,1475,0.4021264994547437
18089010201,"Census Tract 102.01, Lake County, Indiana",5719,2086,0.36474908200734396
18089010203,"Census Tract 102.03, Lake County, Indiana",2710,1121,0.4136531365313653
18089010205,"Census Tract 102.05, Lake County, Indiana",1272,607,0.4772012578616352
18089010304,"Census Tract 103.04, Lake County, Indiana",3208,1203,0.375
18089010500,"Census Tract 105, Lake County, Indiana",1121,711,0.6342551293487957
18089010600,"Census Tract 106, Lake County, Indiana",1535,860,0.5602605863192183
18089010900,"Census Tract 109, Lake County, Indiana",867,412,0.47520184544405997
18089011300,"Census Tract 113, Lake County, Indiana",1845,980,0.5311653116531165
18089011400,"Census Tract 114, Lake County, Indiana",1563,913,0.5841330774152271
18089011800,"Census Tract 118, Lake County, Indiana",1619,592,0.3656578134651019
18089011900,"Census Tract 119, Lake County, Indiana",1440,878,0.6097222222222223
18089012000,"Census Tract 120, Lake County, Indiana",869,311,0.3578826237054085
18089012100,"Census Tract 121, Lake County, Indiana",833,341,0.40936374549819926
18089012200,"Census Tract 122, Lake County, Indiana",1592,989,0.6212311557788944
18089012300,"Census Tract 123, Lake County, Indiana",2796,1218,0.4356223175965665
18089012400,"Census Tract 124, Lake County, Indiana",4577,2343,0.5119073629014639
18089012600,"Census Tract 126, Lake County, Indiana",2563,963,0.3757315645727663
18089012800,"Census Tract 128, Lake County, Indiana",2359,1074,0.4552776600254345
18089020300,"Census Tract 203, Lake County, Indiana",6315,2258,0.3575613618368963
18089020600,"Census Tract 206, Lake County, Indiana",2213,1566,0.7076366922729327
18089030100,"Census Tract 301, Lake County, Indiana",1122,891,0.7941176470588235
18089030200,"Census Tract 302, Lake County, Indiana",1532,645,0.4210182767624021
18089030300,"Census Tract 303, Lake County, Indiana",2405,1428,0.5937629937629938
18089030500,"Census Tract 305, Lake County, Indiana",4270,1834,0.42950819672131146
18089031000,"Census Tract 310, Lake County, Indiana",1161,503,0.43324720068906114
18089041200,"Census Tract 412, Lake County, Indiana",2137,922,0.43144595226953675
18089041500,"Census Tract 415, Lake County, Indiana",1639,854,0.5210494203782794
18091040900,"Census Tract 409, LaPorte County, Indiana",2364,914,0.3866328257191201
18091041300,"Census Tract 413, LaPorte County, Indiana",2538,981,0.38652482269503546
18091042300,"Census Tract 423, LaPorte County, Indiana",2520,915,0.3630952380952381
18095000400,"Census Tract 4, Madison County, Indiana",2355,997,0.42335456475583866
